,Unnamed: 0,year,make,model,final_price,mileage,engine,zipcode,engine string
6528,6528,2007,Audi,Audi RS4,28500.0,83000,4200.0,92651,4.2-Liter DOHC V8 
6529,6529,1955,Chevrolet,Chevrolet Tri-5,55500.0,8000,5358.549,98110,327ci V8
6530,6530,1962,Alfa Romeo,Alfa Romeo 750/101 Series Giulietta & Giulia,44250.0,44000,1300.0,33458,1.3L Inline-Four
6531,6531,1988,Ford,Ford Ranger 1983-1992,19000.0,66000,2900.0,32401,2.9-Liter V6
6532,6532,2004,Toyota,Toyota Pickup,24250.0,46000,4700.0,68132,4.7-Liter V8
6535,6535,2004,Honda,Honda S2000,33500.0,32000,2200.0,27609,2.2-Liter Inline-Four
6536,6536,1969,Jaguar,Jaguar XKE Series II,74000.0,66000,4200.0,95670,4.2-Liter Inline-Six
6537,6537,1969,Lotus,Lotus Seven & Caterham Seven,49500.0,17000,1700.0,2038,"1,700cc Ford Cosworth BDR Inline-Four"
6538,6538,1981,Volkswagen,Volkswagen Vanagon,27250.0,126000,2000.0,90814,2.0-Liter Flat-Four 
6540,6540,1988,Porsche,Porsche 911 Carrera 3.2,70411.0,152000,3200.0,22903,3.2-Liter Flat-Six
6541,6541,2014,Bentley,Bentley Continental GT,80000.0,57000,6000.0,33432,Twin-Turbocharged 6.0-Liter W12
6543,6543,2006,Aston Martin,Aston Martin V8 Vantage,55500.0,6000,4300.0,19046,4.3-Liter V8
6546,6546,1992,Alfa Romeo,Alfa Romeo 105/115 Series Spider,14250.0,101000,2000.0,94804,Twin-Cam 2.0L Inline-Four
6548,6548,1997,Jaguar,Jaguar XK8,32500.0,20000,4000.0,85225,4.0-Liter DOHC V8
6549,6549,2022,Ford,Ford U725 Bronco,57700.0,51000,2700.0,48093,Turbocharged 2.7-Liter V6
6550,6550,1995,Chevrolet,Chevrolet Corvette C4,17000.0,31000,5700.0,72736,5.7-Liter V8
6551,6551,1999,Porsche,Porsche 996 911,29996.0,41000,3400.0,92627,3.4-Liter Flat-Six
6555,6555,1994,BMW,BMW E34 5-Series,45500.0,188000,4400.0,94549,4.4 Liter M62TU44 V8 Engine
6556,6556,2005,Mercedes-Benz,Mercedes-Benz CLK-Class,19500.0,49000,5400.0,85251,5.4-Liter V8
6557,6557,1990,Chevrolet,Chevrolet Pickup,24750.0,58000,7439.698,32953,454ci V8
6558,6558,1959,MG,MG MGA,29000.0,61000,1500.0,38571,1.5L Inline-Four
6561,6561,1969,Porsche,Porsche 912,52911.0,53000,1600.0,7631,1.6-Liter Flat-Four
6562,6562,1995,Chevrolet,Chevrolet Corvette C4,44000.0,12000,5700.0,80126,5.7-Liter V8
6563,6563,1980,Triumph,Triumph Spitfire,9300.0,23000,1493.0,80227,"1,493cc Inline-Four"
6564,6564,2002,Porsche,Porsche 996 911,24350.0,69000,3600.0,78620,3.6-Liter Flat-Six
6565,6565,1963,Chevrolet,Chevrolet Corvette C2,131000.0,61000,5358.549,92688,Numbers-Matching 327ci L76 V8
6566,6566,1993,Land Rover,Land Rover 110 / Defender 110 (Euro Spec),46500.0,178000,2500.0,23454,2.5-Liter Turbodiesel Inline-Four
6567,6567,2011,Mercedes-Benz,Mercedes-Benz W212 E-Class,20750.0,71000,3500.0,30060,3.5-Liter V6
6569,6569,1999,BMW,BMW Z3 M Roadster,14000.0,69000,3200.0,60563,3.2-Liter S52B32 Inline-Six
6570,6570,2004,Lexus,Lexus LX SUV,21000.0,103000,4700.0,71901,4.7-Liter 2UZ-FE V8
6571,6571,1971,Ford,Ford Bronco U13/U14/U15 1966-1977,66711.0,91000,4948.874,46143,302ci V8
6572,6572,2010,Porsche,Porsche 911 GT3,170000.0,11000,3800.0,90210,3.8-liter Flat-Six
6573,6573,1967,Chevrolet,Chevrolet Corvette C2,68500.0,7000,5358.549,20152,327ci V8
6575,6575,1967,Mercedes-Benz,Mercedes-Benz W111 Coupe & Cabriolet,30000.0,74000,2500.0,78259,Fuel-Injected 2.5L Inline-Six
6576,6576,2000,Toyota,Toyota 4Runner,13750.0,145000,3400.0,30542,3.4-Liter V6
6577,6577,1999,BMW,BMW E39 5-Series,13750.0,85000,4400.0,7643,4.4-Liter V8
6578,6578,1971,Volkswagen,Volkswagen Karmann Ghia,18000.0,56000,1600.0,2090,Replacement 1.6-Liter Flat-Four
6581,6581,1966,Chevrolet,Chevrolet Corvair,6100.0,42000,2687.468,93111,164ci Flat-Six
6583,6583,1991,Toyota,Toyota SW20 MR2,25500.0,71000,2000.0,7753,Turbocharged 2.0-Liter Inline-Four
6584,6584,2003,Mercedes-Benz,Mercedes-Benz R230 SL,16501.0,71000,5000.0,91361,5.0-liter V8
6585,6585,1970,Datsun,Datsun 240Z,59500.0,93000,2400.0,97304,2.4-Liter Inline-Six
6586,6586,2014,Bentley,Bentley Continental Flying Spur,90000.0,12000,6000.0,19382,Twin-Turbocharged 6.0-Liter W12
6588,6588,2005,Mercedes-Benz,Mercedes-Benz AMG,25750.0,40000,5400.0,7074,Supercharged 5.4-Liter V8
6591,6591,1998,BMW,BMW E36 M3,17500.0,100000,3500.0,60563,3.5L S52 Inline-Six
6594,6594,1969,Porsche,Porsche Longhood 911,115000.0,45000,2000.0,94507,Numbers-Matching 2.0-Liter Flat-Six 
6596,6596,1984,Volkswagen,Volkswagen GTI Mk1,13000.0,181000,1800.0,49507,1.8-Liter Inline-Four
6597,6597,1984,Porsche,Porsche 944,14000.0,26000,2500.0,21758,2.5L Inline-Four
6598,6598,1982,Mercedes-Benz,Mercedes-Benz W123,10250.0,68000,3000.0,20774,3.0-liter Turbodiesel Inline-Five
6600,6600,1964,Toyota,Toyota Land Cruiser FJ45,35750.0,98000,4200.0,2812,4.2-Liter Inline-Six
6604,6604,2007,BMW,BMW E63/E64 M6,36750.0,62000,5000.0,80124,5.0-Liter S85 V10
6605,6605,2022,Ford,Ford U725 Bronco,50000.0,20000,2300.0,33180,Turbocharged 2.3-Liter Inline-Four
6606,6606,2014,Toyota,Toyota FJ Cruiser,65000.0,38000,4000.0,95223,4.0-Liter V6
6607,6607,1973,Chevrolet,Chevrolet Corvette C3,14250.0,17000,5735.45,60490,Modified 350ci V8
6608,6608,1981,Fiat,Fiat X1/9,12000.0,83000,1500.0,22124,1.5-Liter Inline-Four
6610,6610,1972,Honda,Honda Motorcycles,8000.0,36000,736.0,94549,Refinished 736cc SOHC Inline-Four
6611,6611,2000,Chevrolet,Chevrolet Pickup,19500.0,117000,5300.0,20111,5.3L V8
6612,6612,2000,BMW,BMW Z3 M Roadster,23777.0,49000,3200.0,76023,3.2-Liter S52B32 Inline-Six
6613,6613,1977,MG,MG MGB,8400.0,5000,1800.0,87113,1.8-Liter Inline-Four
6615,6615,1973,Porsche,Porsche Longhood 911,120911.0,35000,2400.0,80209,2.4-Liter Flat-Six
6616,6616,2003,Toyota,Toyota 4Runner,15500.0,111000,4700.0,2719,4.7-Liter 2UZ-FE V8
6617,6617,1976,Triumph,Triumph TR6,17600.0,19000,2500.0,92694,2.5-Liter Inline-Six
6618,6618,2001,Jeep,Jeep Cherokee,13250.0,92000,4000.0,28333,4.0-Liter Inline-Six 
6620,6620,2001,Porsche,Porsche 996 911,36750.0,36000,3400.0,32081,3.4-Liter Flat-Six
6621,6621,1963,Chevrolet,Chevrolet Nova,17500.0,9000,5735.45,90250,350ci V8
6622,6622,1992,Mercedes-Benz,Mercedes-Benz W140 S-Class,12500.0,31000,3200.0,53114,3.2-Liter Inline-Six
6623,6623,1990,Nissan,Nissan 240SX,24250.0,62000,2400.0,98155,2.4-Liter Inline-Four
6627,6627,1971,BMW,BMW Motorcycles,12500.0,45000,745.0,28801,Overbored 745cc Opposed Twin
6628,6628,1987,Porsche,Porsche 930 Turbo,242000.0,42000,3300.0,98332,Turbocharged 3.3-Liter Flat-Six
6629,6629,1949,Willys,Willys Jeepster,25300.0,4000,2195.858,66061,134ci Inline-Four
6630,6630,1972,Chevrolet,Chevrolet Corvette C3,60000.0,65000,5735.45,66061,350ci LT-1 V8
6631,6631,2015,Mitsubishi,Mitsubishi Lancer Evolution,31500.0,16000,2000.0,18434,Turbocharged 2.0L Inline-Four
6632,6632,2009,Mercedes-Benz,Mercedes-Benz AMG,28750.0,33000,6200.0,73112,6.2-Liter AMG V8
6634,6634,2003,BMW,BMW E46 M3,26250.0,155000,3200.0,92128,3.2-Liter Inline-Six
6638,6638,1985,Chevrolet,Chevrolet Pickup,33500.0,8000,5735.45,98333,350ci V8
6639,6639,2012,Mercedes-Benz,Mercedes-Benz CL-Class,36000.0,45000,4600.0,85260,Twin-Turbocharged 4.6-Liter V8
6641,6641,2005,Mercedes-Benz,Mercedes-Benz R230 SL,21100.0,44000,5000.0,85712,5.0-Liter V8
6642,6642,2010,Audi,Audi R8,102000.0,14000,5200.0,76092,5.2-Liter FSI V10
6644,6644,1974,Ford,Ford Bronco U13/U14/U15 1966-1977,42000.0,35000,4948.874,87506,302ci V8
6645,6645,2006,Jeep,Jeep Wrangler,18750.0,94000,4000.0,12018,4.0-Liter Inline Six
6646,6646,1959,Alfa Romeo,Alfa Romeo 750/101 Series Giulietta & Giulia,9300.0,74000,1290.0,93940,"1,290cc Inline-Four"
6647,6647,2004,Acura,Acura NSX NA1/NA2,126500.0,22000,3200.0,35216,3.2-Liter VTEC V6
6648,6648,1969,Volvo,Volvo P1800/1800,22400.0,76000,2000.0,12919,2.0-Liter Inline-Four
6650,6650,1987,Buick,Buick Grand National,45000.0,36000,3800.0,77020,Turbocharged 3.8-Liter V6
6651,6651,1941,Ford,Ford Pickup 1940-1947,40500.0,6000,4735.843,90025,289ci V8
6652,6652,2002,Mercedes-Benz,Mercedes-Benz SLK-Class,17750.0,19000,3200.0,66062,Supercharged 3.2-Liter V6
6653,6653,2005,Pontiac,Pontiac GTO,20000.0,27000,6000.0,95818,6.0-Liter LS2 V8
6654,6654,1964,Sunbeam,Sunbeam Alpine,25000.0,38000,4735.843,93003,289ci V8
6655,6655,2009,Ferrari,Ferrari 599 GTB & GTO,162000.0,13000,6000.0,67401,6.0-Liter V12
6656,6656,1956,Chevrolet,Chevrolet Corvette C1,72000.0,92000,4342.555,14526,265ci V8
6659,6659,1971,Ford,Ford Bronco U13/U14/U15 1966-1977,35750.0,7000,5751.837,85298,351ci Windsor V8
6660,6660,1997,BMW,BMW E36 M3,29500.0,42000,3200.0,63132,3.2-Liter Inline-Six
6661,6661,1982,Porsche,Porsche 911SC,49250.0,75000,3000.0,4107,3.0-Liter Flat-Six
6662,6662,2008,Porsche,Porsche 997 Turbo,92997.0,39000,3600.0,85251,Twin-Turbo 3.6L Flat-Six
6663,6663,1963,Chevrolet,Chevrolet Corvette C2,56000.0,23000,5735.45,84663,350ci V8
6665,6665,2013,Porsche,Porsche 991 911,71600.0,67000,3800.0,30067,3.8-Liter Flat-Six
6666,6666,1990,Volkswagen,Volkswagen Vanagon,30500.0,134000,2100.0,91361,Rebuilt 2.1-Liter Flat-Four
6667,6667,2000,Honda,Honda S2000,26000.0,35000,2000.0,45623,2.0-Liter Inline-Four
6668,6668,1972,Triumph,Triumph GT6,36000.0,93000,1998.0,8028,"1,998cc Inline-Six"
6669,6669,1999,Chevrolet,Chevrolet Tahoe GMT400,26500.0,46000,5700.0,75119,5.7-Liter V8
6670,6670,2002,Porsche,Porsche 986 Boxster,15500.0,104000,2700.0,11050,2.7-Liter Flat-Six
6672,6672,1997,BMW,BMW E31 8-Series,16000.0,122000,4400.0,23113,4.4-Liter V8
6674,6674,1984,Mercedes-Benz,Mercedes-Benz W123,8000.0,134000,3000.0,95458,3.0L Turbodiesel Inline-Five
6675,6675,2008,BMW,BMW E63/E64 M6,39750.0,11000,5000.0,33314,5.0-liter S85B50 V10
6676,6676,2003,BMW,BMW E46 3-Series Convertible,17250.0,74000,3000.0,10560,3.0-Liter Inline-Six
6677,6677,1976,Chevrolet,Chevrolet Corvette C3,13000.0,24000,5735.45,35233,350ci V8
6678,6678,2000,BMW,BMW 7-Series,19750.0,53000,4400.0,92663,4.4L M62 V8
6679,6679,2002,BMW,BMW E46 M3,31000.0,56000,3200.0,30004,3.2-Liter S54 Inline-Six
6681,6681,2005,Toyota,Toyota 4Runner,32550.0,44000,4700.0,18976,4.7-Liter V8
6682,6682,1985,Toyota,Toyota Celica,20250.0,67000,2400.0,97603,2.4-Liter 22R-E Inline-Four
6683,6683,2022,Porsche,Porsche 911 GT3,275000.0,41000,4000.0,11963,4.0-Liter Flat-Six
6688,6688,1972,Ford,Ford F-Series 1967-1972,15000.0,32000,6390.93,98664,390ci V8
6689,6689,2000,Mercedes-Benz,Mercedes-Benz M-Class,15500.0,17000,3200.0,7074,3.2-Liter V6
6690,6690,1998,BMW,BMW E36 M3,15000.0,251000,3200.0,48103,Replacement 3.2-Liter S52 Inline-Six
6691,6691,1921,Ford,Ford Model T,8111.0,4000,2900.4990000000003,95818,177ci Flathead Inline-Four
6692,6692,1995,Porsche,Porsche 993 911,64464.0,60000,3600.0,78730,3.6-Liter Flat-Six
6693,6693,2016,Jeep,Jeep Wrangler,28250.0,10000,3600.0,33487,3.6-Liter V6
6694,6694,1947,Ford,Ford Hot Rod,30000.0,10000,8127.952,93065,496ci Chevrolet V8
6696,6696,1994,Nissan,Nissan 300ZX,28750.0,76000,3000.0,80128,Twin-Turbocharged 3.0-Liter V6
6697,6697,1989,Mercedes-Benz,Mercedes-Benz R107 SL,25250.0,98000,5500.0,7753,5.5-Liter V8
6699,6699,1964,Chevrolet,Chevrolet Corvette C2,55500.0,69000,5358.549,43953,327ci V8
6703,6703,1973,Ford,Ford Bronco U13/U14/U15 1966-1977,70500.0,43000,4948.874,60661,302ci V8
6704,6704,1966,Ford,Ford Mustang 1964.5-1966,25000.0,89000,4735.843,98290,Rebuilt 289ci V8
6705,6705,1960,Jaguar,"Jaguar MK VII, VIII, & IX",18750.0,1000,3800.0,92587,3.8-Liter Inline-Six
6706,6706,2003,Mercedes-Benz,Mercedes-Benz CLK-Class,13750.0,51000,3200.0,7074,3.2-Liter V6
6707,6707,2005,Lotus,Lotus Elise,44000.0,26000,1800.0,60657,1.8-Liter Toyota 2ZZ Inline-Four
6708,6708,1989,Volvo,Volvo 240,7350.0,298000,2300.0,32703,2.3-Liter Inline-Four
6709,6709,1989,Saab,Saab 900,19100.0,34000,2000.0,30075,Turbocharged 2.0L Inline-Four
6711,6711,1979,Triumph,Triumph Wedge,6400.0,31000,2000.0,81643,2.0-Liter Inline-Four
6712,6712,1986,GMC,GMC Pickup,13500.0,35000,5000.0,21784,5.0-Liter V8
6713,6713,2013,BMW,BMW X5,31500.0,67000,4400.0,76119,Twin-Turbo 4.4-Liter V8
6714,6714,2000,Alfa Romeo,Alfa Romeo 105/115 Series Coupe,50000.0,27000,2000.0,94611,2.0-Liter Twin-Cam Inline-Four
6716,6716,1966,Dodge,Dodge Charger,21000.0,62000,7210.280000000001,53149,Replacement 440ci V8
6717,6717,1970,Chevrolet,Chevrolet Corvette C3,64000.0,3000,5735.45,92399,350ci Turbo-Fire V8
6718,6718,2005,Mercedes-Benz,Mercedes-Benz W211 E-Class,9800.0,139000,5000.0,18428,5.0L V8
6719,6719,1968,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,44500.0,3000,5735.45,85248,350ci V8
6720,6720,2009,Porsche,Porsche Cayenne,25420.0,133000,4800.0,7020,4.8-Liter V8
6724,6724,2004,BMW,BMW 7-Series,16250.0,42000,4400.0,53114,4.4-Liter V8
6725,6725,2014,Toyota,Toyota FJ Cruiser,31999.0,96000,4000.0,53037,4.0-Liter V6
6726,6726,1998,Lexus,Lexus LX SUV,12500.0,240000,4700.0,75071,4.7-Liter 2UZ-FE V8
6728,6728,1986,Toyota,Toyota AW11 MR2,9100.0,28000,1600.0,80205,1.6-Liter Inline-Four
6729,6729,1963,Jaguar,Jaguar XKE Series I,185000.0,5000,3800.0,8833,Numbers-Matching 3.8-Liter Inline-Six
6730,6730,2000,Datsun,Datsun Roadster,25555.0,41000,2000.0,80210,2.0-Liter OHC Inline-Four
6731,6731,1965,Chevrolet,Chevrolet Chevelle,38000.0,17000,6276.2210000000005,7704,383ci Stroker V8
6732,6732,2002,BMW,BMW X5,17750.0,29000,3000.0,53114,3.0-Liter Inline-Six
6733,6733,2005,Porsche,Porsche 997 911,56000.0,68000,3800.0,15044,3.8-Liter Flat-Six
6734,6734,2003,BMW,BMW E46 3-Series Sedan,12000.0,87000,2500.0,34771,2.5-Liter M54 Inline Six
6735,6735,1986,Chevrolet,Chevrolet K5 Blazer 1973-1991,33500.0,6000,5000.0,98045,5.0-Liter V8
6736,6736,1986,Shelby,Shelby Cobra Replica,56500.0,11000,5014.4220000000005,90025,306ci V8
6737,6737,2017,Porsche,Porsche 991 911,142000.0,10000,3000.0,15136,Twin-Turbocharged 3.0L Flat-Six
6738,6738,2015,Ford,Ford Mustang S550,40000.0,42000,5000.0,48381,Supercharged 5.0-Liter V8
6739,6739,1978,Cadillac,Cadillac Eldorado,27000.0,17000,6964.475,16229,425ci V8
6741,6741,2013,Mercedes-Benz,Mercedes-Benz AMG,39263.0,19000,6200.0,76119,6.2-Liter M156 V8
6744,6744,1983,Jeep,Jeep CJ-7,32250.0,106000,4200.0,6033,4.2-Liter Inline-Six
6745,6745,1978,Toyota,Toyota Land Cruiser FJ40,29000.0,32000,4200.0,33140,4.2-Liter Inline-Six
6746,6746,1981,Porsche,Porsche 911SC,53500.0,18000,3000.0,28677,3.0-Liter Flat-Six
6748,6748,1994,Toyota,Toyota Land Cruiser 80-Series,34000.0,134000,4500.0,27215,4.5-Liter 1FZ-FE Inline-Six
6750,6750,2001,Porsche,Porsche 986 Boxster,19500.0,26000,2700.0,23059,2.7-Liter Flat-Six
6752,6752,2005,Honda,Honda S2000,26000.0,50000,2200.0,75056,2.2-Liter Inline-Four
6754,6754,1966,Porsche,Porsche 912,62000.0,72000,1600.0,92627,1.6-Liter Type 616/36 Flat-Four
6755,6755,1995,Land Rover,Land Rover Defender 90 NAS,55500.0,127000,3900.0,80908,3.9-Liter V8
6756,6756,2019,Mercedes-Benz,Mercedes-Benz E55 & E63 AMG Wagon,98000.0,39000,4000.0,78401,Twin-Turbocharged 4.0-Liter V8
6757,6757,2003,Audi,Audi TT,9700.0,64000,1800.0,3087,Turbocharged 1.8-Liter Inline-Four
6759,6759,2015,Dodge,Dodge Viper,161000.0,14000,8400.0,60025,8.4-Liter V10
6760,6760,2005,Mercedes-Benz,Mercedes-Benz CL-Class,31000.0,57000,6000.0,97227,Twin-Turbocharged 6.0-Liter V12 
6761,6761,1967,Ford,Ford Mustang 1967-1968,24250.0,99000,4735.843,75230,Rebuilt 289ci V8 
6762,6762,1992,Alfa Romeo,Alfa Romeo 105/115 Series Spider,10500.0,90000,2000.0,90077,2.0-Liter Inline-Four
6763,6763,2004,Land Rover,Land Rover Discovery,16250.0,124000,4600.0,90290,Remanufactured 4.6-Liter V8
6764,6764,2003,BMW,BMW Z4 Roadster E85,17250.0,65000,3000.0,98042,3.0-Liter Inline-Six
6766,6766,2005,Porsche,Porsche 987 Boxster,27750.0,28000,3200.0,10560,3.2-Liter Flat-Six
6767,6767,2019,Porsche,Porsche 911 GT3,227000.0,5000,4000.0,32250,4.0-Liter Flat-Six
6769,6769,2011,Land Rover,Land Rover Range Rover L322,24563.0,82000,5000.0,33314,5.0-Liter AJ133 V8
6770,6770,2003,Porsche,Porsche 996 911,23250.0,83000,3600.0,98052,3.6-Liter Flat-Six
6772,6772,1985,Toyota,Toyota Supra,25500.0,119000,2800.0,83455,2.8-Liter DOHC Inline-Six
6774,6774,2009,Mercedes-Benz,Mercedes-Benz W211 E-Class,19250.0,72000,3500.0,10560,3.5-Liter V6
6776,6776,1972,MG,MG MGB,10750.0,53000,1800.0,75081,1.8-Liter Inline-Four
6777,6777,2006,Porsche,Porsche 997 911,51000.0,60000,3800.0,97210,3.8-Liter Flat-Six
6778,6778,1973,Chevrolet,Chevrolet Monte Carlo,13500.0,64000,5735.45,49512,350ci V8
6779,6779,1977,Jeep,Jeep Grand Wagoneer,27000.0,11000,5899.32,32789,360ci V8
6780,6780,2000,Toyota,Toyota Celica,17500.0,10000,1800.0,71901,Replacement 1.8-Liter Inline-Four
6781,6781,2020,Ford,Ford F-Series 2015-2020,93000.0,5000,5000.0,53038,Supercharged 5.0-Liter V8
6782,6782,1997,Ford,Ford F-Series 1992-1997,23333.0,37000,7500.0,98038,7.5-Liter EFI V8
6783,6783,2002,Mercedes-Benz,Mercedes-Benz CLK-Class,14280.0,54000,4300.0,12590,4.3-Liter V8
6784,6784,1981,DeLorean,DeLorean DMC-12,48000.0,19000,2850.0,94506,2.85-Liter V6
6785,6785,2002,Pontiac,Pontiac Firebird,36000.0,7000,5700.0,8093,5.7-Liter LS1 V8
6786,6786,1964,Mini,Mini Classic,45250.0,31000,1275.0,28677,"1,275cc Inline-Four"
6787,6787,2013,Bentley,Bentley Continental GT,63500.0,50000,4000.0,80219,4.0-Liter Twin-Turbocharged V8
6790,6790,1958,Dodge,Dodge Power Wagon,22500.0,79000,5161.905,98604,315ci V8
6791,6791,2001,Mercedes-Benz,Mercedes-Benz R129 SL,24000.0,42000,5000.0,95758,5.0-Liter V8
6792,6792,1987,Porsche,Porsche 911 Carrera 3.2,51000.0,40000,3200.0,6830,3.2-Liter Flat-Six
6793,6793,1968,International Harvester,International Harvester Scout,41750.0,15000,4300.0,95949,GM 4.3-Liter V6
6794,6794,1998,BMW,BMW E36 M3,44000.0,35000,3200.0,6488,3.2-Liter Inline-Six
6796,6796,2006,Ford,Ford Mustang S197 2005-2014,27750.0,66000,4600.0,78133,Supercharged 4.6-Liter V8
6797,6797,1984,Mazda,Mazda RX-7 FB,22000.0,55000,1300.0,85282,1.3-Liter Wankel Rotary
6799,6799,2004,Mercedes-Benz,Mercedes-Benz R230 SL,17550.0,74000,5000.0,32789,5.0-Liter V8
6800,6800,1993,Toyota,Toyota SW20 MR2,15750.0,91000,2200.0,92101,2.2-Liter Inline-Four
6802,6802,2003,Ferrari,Ferrari 360,188000.0,25000,3600.0,97227,3.6-Liter F131 V8
6803,6803,1966,Ford,Ford F-Series 1961-1966,20000.0,53000,5768.224,97304,352ci V8
6805,6805,1981,Triumph,Triumph Spitfire,11800.0,256000,1300.0,30606,1.3-Liter Inline-Four
6808,6808,2012,Mercedes-Benz,Mercedes-Benz AMG,180000.0,53000,6200.0,2375,6.2-Liter V8
6809,6809,2013,Mercedes-Benz,Mercedes-Benz AMG,28000.0,60000,5500.0,37211,Twin-Turbocharged 5.5-Liter V8
6812,6812,2002,BMW,BMW 2002,19250.0,31000,2000.0,2451,2.0-Liter M10 Inline-Four
6813,6813,1987,Mercedes-Benz,Mercedes-Benz W201 190,6123.0,24000,2300.0,91367,2.3-Liter Inline-Four
6814,6814,1965,Ford,Ford Mustang 1964.5-1966,27250.0,100000,4735.843,34202,Replacement 289ci V8
6815,6815,2005,Honda,Honda Motorcycles,15000.0,237000,998.0,52732,998cc DOHC Inline-Four
6816,6816,1965,Chevrolet,Chevrolet Chevelle,38000.0,67000,6489.252,60101,Replacement 396ci V8
6817,6817,1969,Ford,Ford F-Series 1967-1972,19000.0,69000,7669.116,52728,468ci V8
6818,6818,2004,Dodge,Dodge Ram SRT-10 Pickup,32500.0,30000,8300.0,61729,8.3-Liter V10
6819,6819,2004,Ford,Ford F-150 SVT Lightning,38500.0,48000,5400.0,91040,Supercharged 5.4-Liter V8
6820,6820,2008,Mercedes-Benz,Mercedes-Benz Gelandewagen,67429.0,36000,5400.0,77373,Supercharged 5.4-Liter V8
6823,6823,1984,Porsche,Porsche 911 Carrera 3.2,55500.0,202000,3200.0,85018,3.2-Liter Flat-Six
6825,6825,1995,Toyota,Toyota 4Runner,28500.0,42000,3000.0,41091,3.0-Liter V6
6826,6826,2012,Ford,Ford Mustang S197 2005-2014,42250.0,6000,5000.0,29541,5.0-Liter DOHC V8
6827,6827,1971,Datsun,Datsun 240Z,29999.0,94000,2800.0,25401,Replacement 2.8-Liter Inline-Six
6828,6828,1985,Ford,Ford Fox-Body Mustang,16750.0,73000,4948.874,76262,302ci V8
6830,6830,2019,Porsche,Porsche 911 GT3,165000.0,13000,4000.0,33134,4.0-Liter Flat-Six
6832,6832,1981,Honda,Honda Motorcycles,23650.0,13000,1047.0,48150,"1,047cc DOHC Inline-Six"
6833,6833,1986,Chevrolet,Chevrolet Pickup,31000.0,82000,5735.45,92626,350ci V8
6838,6838,1972,Toyota,Toyota Land Cruiser FJ40,37500.0,14000,6554.8,33315,400ci Pontiac V8
6843,6843,1956,Ford,Ford F-Series 1953-1956,30500.0,11000,5112.744000000001,89701,312ci V8
6844,6844,1963,Studebaker,Studebaker Avanti,23000.0,87000,4735.843,35094,Supercharged 289ci Hawk V8
6845,6845,2001,Jaguar,Jaguar XKR,27250.0,16000,4000.0,92627,Supercharged 4.0L V8
6846,6846,1978,Mercedes-Benz,Mercedes-Benz R107 SL,18000.0,67000,4500.0,7074,4.5-Liter V8
6847,6847,2012,Mercedes-Benz,Mercedes-Benz W221 S-Class,40000.0,37000,4700.0,30060,Twin-Turbocharged 4.7-Liter V8
6850,6850,2002,Porsche,Porsche 996 911,41996.0,41000,3600.0,89144,3.6-Liter Flat-Six
6851,6851,2008,BMW,BMW E60 M5,24250.0,83000,5000.0,94507,5.0-Liter V10
6852,6852,1955,BMW,BMW Isetta,31000.0,6000,245.0,91786,245cc Four-Stroke Single
6853,6853,2005,Ford,Ford Thunderbird,28000.0,27000,3900.0,28031,3.9-Liter V8
6854,6854,2002,BMW,BMW E39 M5,40770.0,53000,4900.0,90712,4.9-Liter V8
6856,6856,2007,Nissan,Nissan 350Z,19500.0,21000,3500.0,60523,3.5-Liter VQ35HR V6
6857,6857,2005,BMW,BMW E46 3-Series Coupe,13500.0,46000,3000.0,12590,3.0-liter M54B30 Inline-Six
6858,6858,2004,Jeep,Jeep Wrangler,29000.0,27000,4000.0,27606,4.0L Inline-Six
6859,6859,1974,Triumph,Triumph TR6,24000.0,20000,2500.0,76137,2.5-Liter Inline-Six
6860,6860,2012,Land Rover,Land Rover Range Rover L322,29000.0,71000,5000.0,53114,Supercharged 5.0-Liter V8
6864,6864,2007,Porsche,Porsche 987 Cayman,30450.0,65000,2700.0,10560,2.7-Liter Flat-Six
6865,6865,2007,Ferrari,Ferrari F430,135000.0,12000,4300.0,46814,4.3-Liter V8
6867,6867,1988,Porsche,Porsche 924,12216.0,92000,2500.0,97219,2.5-Liter Inline-Four
6868,6868,1991,Chevrolet,Chevrolet Corvette C4,30000.0,12000,5700.0,44028,5.7-Liter LT5 V8
6869,6869,1977,Volkswagen,Volkswagen Beetle,15750.0,18000,1600.0,49508,1.6-Liter Flat-Four
6870,6870,1974,Dodge,Dodge Pickup,7450.0,40000,5899.32,71953,360ci V8
6871,6871,1999,Porsche,Porsche 986 Boxster,15000.0,50000,2500.0,77345,2.5-Liter Flat-Six
6872,6872,1984,Mercedes-Benz,Mercedes-Benz R107 SL,18750.0,64000,3800.0,44133,3.8-Liter V8
6874,6874,1999,Lexus,Lexus LS Sedan,16000.0,52000,4000.0,83634,4.0-Liter V8
6875,6875,2013,Mercedes-Benz,Mercedes-Benz R231 SL,41550.0,28000,4700.0,34209,Twin-Turbocharged 4.7-Liter V8
6876,6876,1998,Mercedes-Benz,Mercedes-Benz R129 SL,31000.0,32000,6000.0,8535,6.0-Liter V12
6878,6878,2011,Porsche,Porsche 997 911,58500.0,25000,3600.0,29585,3.6-Liter Flat-Six
6879,6879,1991,Jaguar,Jaguar XJS,24000.0,32000,5300.0,73013,5.3-Liter V12
6880,6880,1997,Toyota,Toyota 4Runner,17350.0,91000,3400.0,55947,Supercharged 3.4-Liter 5VZ-FE V6
